transaction_id,date,ministry,vendor_id,vendor_name,category,amount,payment_terms_days,procurement_method,contract_description,_planted_pattern 
T-04444,2024-04-18,Ministry of Education,V-121,Granite Transport,Transport,16700,30,Limited tender,logistics services — Q4 — west wing,
T-04445,2025-07-02,Ministry of Justice,V-184,Drift Solutions,IT services,107400,60,Open tender,endpoint refresh — Q3 — east wing,
T-04446,2024-08-10,Ministry of Public Works,V-048,Junction Supplies,Office supplies,16100,14,Limited tender,paper and toner order — framework lot B,
T-04447,2025-03-11,Ministry of Health,V-076,Glacier Builders,Construction,40500,60,Limited tender,roof refurbishment — Q3 — east wing,
T-04448,2025-06-25,Ministry of Digital Affairs,V-126,Fortis Engineering,Construction,109400,60,Open tender,roof refurbishment — phase 2,
T-04449,2025-03-01,Ministry of Transport,V-017,Drift Works,Construction,25400,30,Open tender,office renovation — Q1 — north wing,
T-04450,2024-02-20,Ministry of Transport,V-005,Bluefin Medical,Construction,52900,30,Open tender,facade works — phase 1,
T-04451,2024-06-27,Ministry of Digital Affairs,V-182,Harbor Movers,Transport,12900,30,Limited tender,fleet maintenance — Q1 — north wing,
T-04452,2024-10-31,Ministry of Education,V-054,Trident Works,Construction,29500,30,Simplified,structural repairs — Q1 — north wing,
T-04453,2024-09-09,Ministry of Education,V-040,Legacy Trading,Office supplies,9300,14,Simplified,stationery resupply — Q3 — east wing,
T-04454,2025-07-27,Ministry of Education,V-164,Apex Diagnostics,Medical equipment,36000,30,Simplified,imaging consumables — Q2 — south wing,
T-04455,2025-03-29,Ministry of Health,V-112,Evergreen Supplies,Office supplies,6200,90,Simplified,desk and shelving — Q2 — south wing,
T-04456,2025-07-19,Ministry of Public Works,V-107,Legacy Cargo,Transport,24800,30,Limited tender,delivery contract — annual contract,
T-04457,2024-06-27,Ministry of Education,V-143,Ember Builders,Construction,36500,14,Open tender,office renovation — phase 1,
T-04458,2025-02-21,Ministry of Public Works,V-096,Junction Strategy,Consulting,14200,60,Limited tender,strategy advisory — annual contract,
T-04459,2024-02-15,Ministry of Justice,V-101,Fortis Systems,IT services,70600,14,Open tender,endpoint refresh — phase 1,
T-04460,2024-04-30,Ministry of Digital Affairs,V-189,Rivera Cargo,Transport,9700,30,Simplified,fleet maintenance — framework lot A,
T-04461,2024-09-27,Ministry of Digital Affairs,V-105,Mosaic Medical,Medical equipment,104300,30,Open tender,diagnostic kits — framework lot B,
T-04462,2024-06-10,Ministry of Health,V-001,Helios Logistics,Transport,21600,30,Limited tender,vehicle leasing — Q1 — north wing,
T-04463,2024-04-01,Ministry of Digital Affairs,V-168,Legacy Group,Consulting,9200,30,Limited tender,compliance audit — Q2 — south wing,
T-04464,2024-06-24,Ministry of Education,V-188,Quanta Advisory,Consulting,16800,30,Limited tender,risk assessment — phase 2,
T-04465,2025-12-12,Ministry of Justice,V-041,Zenith MedTech,Medical equipment,50900,30,Open tender,MRI maintenance — phase 2,
T-04466,2024-01-13,Ministry of Public Works,V-129,Bluefin Solutions,IT services,21700,30,Limited tender,endpoint refresh — Q4 — west wing,
T-04467,2024-08-23,Ministry of Transport,V-090,Delta Works,Transport,11000,60,Simplified,logistics services — annual contract,
T-04468,2025-02-21,Ministry of Health,V-045,Bluefin Cargo,Construction,149200,14,Open tender,office renovation — Q2 — south wing,
T-04469,2024-08-13,Ministry of Digital Affairs,V-085,Pioneer Builders,Construction,147300,30,Limited tender,roof refurbishment — Q3 — east wing,
T-04470,2025-06-04,Ministry of Public Works,V-119,Harbor Logistics,Transport,23000,30,Limited tender,fleet maintenance — Q4 — west wing,
T-04471,2024-08-31,Ministry of Education,V-022,Orion Freight,Office supplies,5200,14,Simplified,paper and toner order — phase 1,
T-04472,2025-11-07,Ministry of Health,V-092,Ember Advisory,Consulting,9700,45,Simplified,transformation programme — framework lot A,
T-04473,2025-11-04,Ministry of Transport,V-031,Junction Transport,Transport,13100,45,Limited tender,fuel supply — Q3 — east wing,
T-04474,2025-08-06,Ministry of Digital Affairs,V-156,Quanta Tech,Consulting,12200,45,Limited tender,risk assessment — phase 2,
T-04475,2025-04-09,Ministry of Transport,V-153,Westwind Partners,Consulting,8000,45,Simplified,transformation programme — annual contract,
T-04476,2025-02-11,Ministry of Health,V-114,Evergreen Works,Construction,43400,30,Limited tender,office renovation — Q4 — west wing,
T-04477,2024-07-24,Ministry of Transport,V-115,Glacier Software,Consulting,11300,30,Limited tender,compliance audit — annual contract,
T-04478,2024-03-30,Ministry of Digital Affairs,V-037,Drift Transport,Transport,7300,45,Simplified,fleet maintenance — Q2 — south wing,
T-04479,2024-12-29,Ministry of Transport,V-100,Glacier Group,Consulting,30400,60,Limited tender,transformation programme — framework lot A,
T-04480,2024-02-16,Ministry of Education,V-010,Cascade Solutions,IT services,18400,30,Limited tender,ERP rollout — Q2 — south wing,
T-04481,2024-07-23,Ministry of Public Works,V-199,BetaTech Care,Medical equipment,20200,30,Limited tender,MRI maintenance — Q1 — north wing,
T-04482,2025-12-27,Ministry of Health,V-132,Xenon Works,Construction,42300,30,Limited tender,site preparation — framework lot B,
T-04483,2024-01-05,Ministry of Education,V-163,Zenith Office Group,Office supplies,8400,30,Simplified,paper and toner order — framework lot A,
T-04484,2025-04-13,Ministry of Education,V-072,Orion Care,Medical equipment,58600,30,Open tender,imaging consumables — framework lot A,
T-04485,2025-12-01,Ministry of Health,V-148,Westwind Distributors,Office supplies,10800,30,Open tender,stationery resupply — annual contract,
T-04486,2024-07-14,Ministry of Justice,V-013,Juno Stationery,Office supplies,13500,30,Open tender,printer cartridges — framework lot B,
T-04487,2025-09-10,Ministry of Transport,V-133,Juno Diagnostics,Medical equipment,211400,30,Limited tender,imaging consumables — framework lot B,
T-04488,2025-02-07,Ministry of Transport,V-102,Mosaic Construction,Construction,42600,45,Limited tender,site preparation — framework lot A,
T-04489,2024-01-15,Ministry of Justice,V-102,Mosaic Construction,Construction,8200,60,Simplified,office renovation — Q1 — north wing,
T-04490,2024-01-10,Ministry of Justice,V-121,Granite Transport,Transport,6500,30,Simplified,vehicle leasing — phase 1,
T-04491,2025-06-13,Ministry of Transport,V-081,Granite Engineering,Construction,85700,30,Limited tender,structural repairs — Q2 — south wing,
T-04492,2024-12-31,Ministry of Digital Affairs,V-012,Bluefin Freight,Transport,16900,60,Limited tender,logistics services — Q3 — east wing,
T-04493,2025-04-02,Ministry of Education,V-099,Delta Cargo,Transport,15000,30,Simplified,vehicle leasing — framework lot A,
T-04494,2025-06-22,Ministry of Digital Affairs,V-091,Keystone Engineering,Transport,11400,14,Open tender,vehicle leasing — Q4 — west wing,
T-04495,2024-11-20,Ministry of Justice,V-088,Drift Stationery,Office supplies,8700,30,Limited tender,desk and shelving — phase 2,
T-04496,2024-08-25,Ministry of Public Works,V-161,Helios Office Group,Office supplies,7900,45,Limited tender,desk and shelving — annual contract,
T-04497,2024-11-19,Ministry of Education,V-094,Acme Strategy,Consulting,23000,30,Limited tender,compliance audit — phase 2,
T-04498,2024-04-11,Ministry of Public Works,V-107,Legacy Cargo,Transport,11600,14,Open tender,delivery contract — phase 1,
T-04499,2024-09-25,Ministry of Education,V-056,Keystone Distributors,IT services,22800,90,Limited tender,cloud migration — framework lot A,
T-04500,2024-10-04,Ministry of Public Works,V-167,Summit Stationery,Office supplies,6400,60,Limited tender,printer cartridges — Q2 — south wing,
T-04501,2025-06-09,Ministry of Digital Affairs,V-176,Northbound Consulting,Consulting,8300,30,Simplified,strategy advisory — framework lot A,
T-04502,2025-12-26,Ministry of Education,V-131,Juno Cargo,Transport,6700,30,Simplified,fuel supply — framework lot B,
T-04503,2025-03-17,Ministry of Justice,V-083,Delta Consulting,Consulting,58700,30,Open tender,transformation programme — phase 2,
T-04504,2025-11-24,Ministry of Education,V-034,Rivera Consulting,Office supplies,6500,14,Simplified,ergonomic chairs batch — Q2 — south wing,
T-04505,2024-01-06,Ministry of Public Works,V-196,Vertex Group,IT services,16900,30,Simplified,endpoint refresh — Q4 — west wing,
T-04506,2024-11-09,Ministry of Transport,V-041,Zenith MedTech,Medical equipment,20700,30,Limited tender,MRI maintenance — phase 1,
T-04507,2024-03-26,Ministry of Education,V-160,Vertex Cargo,Transport,41800,30,Limited tender,fuel supply — Q3 — east wing,
T-04508,2024-05-19,Ministry of Justice,V-063,Indigo Health Systems,Medical equipment,12200,30,Limited tender,ICU monitors — Q1 — north wing,
T-04509,2024-05-12,Ministry of Digital Affairs,V-150,Helios Contracting,Construction,42000,30,Limited tender,roof refurbishment — Q1 — north wing,
T-04510,2025-10-27,Ministry of Health,V-039,Junction Cargo,Transport,60700,30,Open tender,fuel supply — annual contract,
T-04511,2024-09-29,Ministry of Transport,V-080,Apex Advisory,Consulting,5700,30,Limited tender,compliance audit — annual contract,
T-04512,2025-10-31,Ministry of Digital Affairs,V-029,Pioneer Transport,Transport,6800,30,Simplified,delivery contract — Q2 — south wing,
T-04513,2025-04-22,Ministry of Health,V-163,Zenith Office Group,Office supplies,26100,45,Open tender,printer cartridges — phase 2,
T-04514,2024-03-20,Ministry of Education,V-008,Junction Builders,Construction,41900,60,Limited tender,site preparation — framework lot B,
T-04515,2025-12-25,Ministry of Public Works,V-167,Summit Stationery,Office supplies,18700,14,Open tender,stationery resupply — phase 1,
T-04516,2025-12-17,Ministry of Transport,V-108,Unity MedTech,Medical equipment,44200,30,Limited tender,ICU monitors — phase 2,
T-04517,2025-03-25,Ministry of Education,V-083,Delta Consulting,Consulting,29300,30,Limited tender,compliance audit — Q4 — west wing,
T-04518,2025-10-07,Ministry of Justice,V-181,Orion Advisory,Consulting,33200,30,Limited tender,transformation programme — phase 1,
T-04519,2024-03-14,Ministry of Education,V-056,Keystone Distributors,Office supplies,6200,30,Simplified,desk and shelving — Q1 — north wing,
T-04520,2025-07-20,Ministry of Education,V-068,Xenon Strategy,Consulting,15000,14,Limited tender,process review — annual contract,
T-04521,2024-02-26,Ministry of Education,V-145,Orion Stationery,Office supplies,15300,60,Open tender,printer cartridges — Q1 — north wing,
T-04522,2024-02-08,Ministry of Transport,V-048,Junction Supplies,IT services,24100,30,Limited tender,endpoint refresh — Q1 — north wing,
T-04523,2025-11-24,Ministry of Digital Affairs,V-103,Pioneer Movers,Transport,5400,14,Simplified,logistics services — Q1 — north wing,
T-04524,2024-01-28,Ministry of Health,V-185,Mosaic MedTech,Medical equipment,20800,30,Limited tender,MRI maintenance — Q4 — west wing,
T-04525,2025-05-11,Ministry of Public Works,V-150,Helios Contracting,Construction,122100,30,Open tender,roof refurbishment — framework lot A,
T-04526,2024-06-21,Ministry of Justice,V-042,Indigo Solutions,IT services,23200,45,Limited tender,ERP rollout — Q4 — west wing,
T-04527,2024-02-13,Ministry of Health,V-194,Orion Digital,IT services,5900,45,Simplified,support contract — Q3 — east wing,
T-04528,2024-01-02,Ministry of Health,V-148,Westwind Distributors,Office supplies,8400,30,Simplified,paper and toner order — phase 2,
T-04529,2025-03-29,Ministry of Public Works,V-058,Forge Supplies,Office supplies,11700,30,Limited tender,paper and toner order — Q1 — north wing,
T-04530,2024-11-09,Ministry of Public Works,V-144,Drift Software,IT services,38800,30,Limited tender,network upgrade — phase 1,
T-04531,2024-10-05,Ministry of Justice,V-047,Drift Care,Medical equipment,32800,30,Limited tender,ICU monitors — framework lot A,
T-04532,2024-01-02,Ministry of Justice,V-189,Rivera Cargo,Transport,8900,45,Limited tender,fuel supply — Q1 — north wing,
T-04533,2024-07-17,Ministry of Digital Affairs,V-103,Pioneer Movers,Transport,35300,30,Limited tender,fleet maintenance — Q2 — south wing,
T-04534,2024-04-21,Ministry of Transport,V-043,Fortis Consulting,Consulting,21800,14,Limited tender,risk assessment — annual contract,
T-04535,2025-06-26,Ministry of Digital Affairs,V-181,Orion Advisory,Consulting,7300,30,Simplified,risk assessment — framework lot A,
T-04536,2024-06-19,Ministry of Health,V-105,Mosaic Medical,Medical equipment,31800,60,Limited tender,surgical instruments — phase 1,
T-04537,2024-11-06,Ministry of Transport,V-113,Northbound Group,Consulting,6500,60,Simplified,process review — phase 2,
T-04538,2025-07-12,Ministry of Public Works,V-119,Harbor Logistics,Transport,6300,30,Simplified,logistics services — framework lot B,
T-04539,2024-04-24,Ministry of Digital Affairs,V-138,Juno Transport,Transport,6000,60,Simplified,delivery contract — phase 1,
T-04540,2025-04-03,Ministry of Health,V-107,Legacy Cargo,Transport,66100,45,Open tender,logistics services — Q2 — south wing,
T-04541,2025-12-13,Ministry of Education,V-037,Drift Transport,Transport,27200,30,Limited tender,delivery contract — phase 1,
T-04542,2024-02-08,Ministry of Justice,V-040,Legacy Trading,Office supplies,18000,30,Limited tender,ergonomic chairs batch — annual contract,
T-04543,2024-03-03,Ministry of Transport,V-176,Northbound Consulting,Consulting,12100,45,Open tender,strategy advisory — framework lot A,
T-04544,2024-09-23,Ministry of Digital Affairs,V-007,Glacier Solutions,IT services,14500,30,Limited tender,support contract — annual contract,
T-04545,2025-01-15,Ministry of Justice,V-009,Ivory Movers,Transport,5900,30,Simplified,fleet maintenance — Q4 — west wing,
T-04546,2024-01-25,Ministry of Transport,V-020,Kelvin Stationery,Office supplies,9000,30,Open tender,printer cartridges — phase 2,
T-04547,2025-09-21,Ministry of Health,V-163,Zenith Office Group,Office supplies,6100,30,Simplified,ergonomic chairs batch — phase 1,
T-04548,2024-04-22,Ministry of Digital Affairs,V-035,Kelvin Software,IT services,17100,90,Limited tender,endpoint refresh — Q2 — south wing,
T-04549,2024-06-01,Ministry of Justice,V-103,Pioneer Movers,Transport,39700,30,Limited tender,delivery contract — phase 1,
T-04550,2025-04-05,Ministry of Health,V-143,Ember Builders,Construction,13100,60,Limited tender,roof refurbishment — Q1 — north wing,
T-04551,2024-12-18,Ministry of Health,V-178,Yara Digital,IT services,11700,30,Open tender,endpoint refresh — Q3 — east wing,
T-04552,2025-07-05,Ministry of Health,V-011,Acme Stationery,Office supplies,29100,45,Open tender,printer cartridges — phase 1,
T-04553,2025-08-20,Ministry of Justice,V-015,Granite Partners,Consulting,76200,90,Open tender,risk assessment — framework lot A,
T-04554,2025-05-27,Ministry of Transport,V-153,Westwind Partners,Consulting,25100,30,Open tender,compliance audit — Q2 — south wing,
T-04555,2024-09-14,Ministry of Justice,V-172,Northbound MedTech,Medical equipment,15100,14,Simplified,MRI maintenance — Q1 — north wing,
T-04556,2025-05-03,Ministry of Digital Affairs,V-174,Meridian Systems,IT services,32600,30,Open tender,endpoint refresh — Q1 — north wing,
T-04557,2024-09-19,Ministry of Digital Affairs,V-186,Bluefin Group,Consulting,29800,30,Limited tender,risk assessment — framework lot A,
T-04558,2025-12-28,Ministry of Digital Affairs,V-042,Indigo Solutions,IT services,89500,30,Limited tender,support contract — Q3 — east wing,
T-04559,2024-06-28,Ministry of Public Works,V-009,Ivory Movers,Transport,11000,30,Simplified,vehicle leasing — framework lot A,
T-04560,2025-12-31,Ministry of Transport,V-069,Cascade Medical,Medical equipment,20800,30,Open tender,diagnostic kits — annual contract,
T-04561,2025-07-09,Ministry of Transport,V-083,Delta Consulting,Consulting,7100,30,Simplified,risk assessment — Q3 — east wing,
T-04562,2024-08-09,Ministry of Digital Affairs,V-089,Cascade Works,Construction,324400,30,Open tender,structural repairs — Q3 — east wing,
T-04563,2025-06-22,Ministry of Digital Affairs,V-015,Granite Partners,Consulting,32200,30,Limited tender,process review — framework lot A,
T-04564,2025-01-14,Ministry of Transport,V-075,Citadel Contracting,Construction,22300,30,Open tender,office renovation — Q4 — west wing,
T-04565,2025-10-27,Ministry of Education,V-062,Forge Logistics,Transport,30600,30,Open tender,logistics services — annual contract,
T-04566,2024-07-24,Ministry of Justice,V-193,Fortis Health Systems,Medical equipment,47600,45,Limited tender,surgical instruments — annual contract,
T-04567,2025-06-24,Ministry of Health,V-137,Apex Care,Medical equipment,63200,30,Open tender,imaging consumables — phase 2,
T-04568,2024-05-20,Ministry of Transport,V-088,Drift Stationery,Office supplies,6500,45,Simplified,desk and shelving — Q1 — north wing,
T-04569,2024-01-25,Ministry of Justice,V-093,Delta Advisory,Consulting,8900,30,Simplified,strategy advisory — phase 1,
T-04570,2025-11-24,Ministry of Transport,V-070,Orion Tech,IT services,56100,14,Open tender,support contract — annual contract,
T-04571,2025-02-13,Ministry of Transport,V-044,Juno Builders,Construction,24100,30,Limited tender,structural repairs — phase 2,
T-04572,2024-01-30,Ministry of Education,V-007,Glacier Solutions,IT services,10000,30,Limited tender,endpoint refresh — phase 2,
T-04573,2025-12-14,Ministry of Justice,V-196,Vertex Group,Consulting,10400,30,Limited tender,strategy advisory — Q2 — south wing,
T-04574,2024-12-20,Ministry of Justice,V-030,Yara Partners,Consulting,43300,60,Simplified,risk assessment — Q2 — south wing,
T-04575,2025-09-21,Ministry of Justice,V-137,Apex Care,Medical equipment,104100,60,Open tender,imaging consumables — phase 2,
T-04576,2024-01-05,Ministry of Justice,V-153,Westwind Partners,Consulting,14600,30,Limited tender,compliance audit — Q2 — south wing,
T-04577,2025-11-11,Ministry of Digital Affairs,V-129,Bluefin Solutions,IT services,26900,30,Limited tender,ERP rollout — phase 1,
T-04578,2025-03-06,Ministry of Education,V-178,Yara Digital,Consulting,27600,14,Open tender,process review — annual contract,
T-04579,2024-08-11,Ministry of Digital Affairs,V-068,Xenon Strategy,Consulting,24500,60,Open tender,process review — Q1 — north wing,
T-04580,2025-10-15,Ministry of Justice,V-086,Ivory Digital,IT services,69900,60,Open tender,support contract — framework lot A,
T-04581,2025-05-22,Ministry of Health,V-141,Pioneer Partners,Consulting,42700,30,Open tender,risk assessment — framework lot A,
T-04582,2024-09-16,Ministry of Transport,V-175,Citadel Builders,Construction,383600,30,Open tender,roof refurbishment — Q1 — north wing,
T-04583,2025-06-24,Ministry of Health,V-076,Glacier Builders,Construction,102300,30,Open tender,roof refurbishment — framework lot B,
T-04584,2024-10-21,Ministry of Health,V-065,Quanta Solutions,IT services,38900,60,Simplified,endpoint refresh — annual contract,
T-04585,2025-11-08,Ministry of Transport,V-021,Evergreen Logistics,Transport,9700,30,Simplified,vehicle leasing — Q3 — east wing,
T-04586,2024-05-13,Ministry of Public Works,V-160,Vertex Cargo,Transport,10500,30,Limited tender,delivery contract — framework lot B,
T-04587,2025-08-09,Ministry of Justice,V-133,Juno Diagnostics,Medical equipment,59900,90,Open tender,surgical instruments — framework lot A,
T-04588,2025-03-26,Ministry of Public Works,V-085,Pioneer Builders,Construction,38900,30,Limited tender,structural repairs — Q2 — south wing,
T-04589,2025-06-10,Ministry of Education,V-061,Fortis Medical,Medical equipment,24600,30,Limited tender,imaging consumables — Q4 — west wing,
T-04590,2025-08-21,Ministry of Public Works,V-107,Legacy Cargo,Construction,30400,90,Open tender,site preparation — framework lot A,
T-04591,2024-02-23,Ministry of Education,V-086,Ivory Digital,IT services,37300,30,Limited tender,endpoint refresh — annual contract,
T-04592,2025-09-28,Ministry of Transport,V-064,Ember Cargo,Transport,23100,30,Limited tender,delivery contract — phase 1,
T-04593,2024-09-21,Ministry of Digital Affairs,V-076,Glacier Builders,Construction,31600,45,Limited tender,structural repairs — annual contract,
T-04594,2024-09-24,Ministry of Public Works,V-031,Junction Transport,Construction,13100,30,Simplified,site preparation — Q3 — east wing,
T-04595,2025-12-20,Ministry of Health,V-180,Acme Logistics,Construction,15900,60,Simplified,roof refurbishment — phase 2,
T-04596,2024-03-07,Ministry of Education,V-158,Ivory Health Systems,Medical equipment,100100,30,Open tender,MRI maintenance — annual contract,
T-04597,2025-01-17,Ministry of Transport,V-009,Ivory Movers,Transport,22500,30,Limited tender,fuel supply — Q4 — west wing,
T-04598,2024-03-26,Ministry of Digital Affairs,V-014,Granite Supplies,Office supplies,31700,30,Limited tender,printer cartridges — Q2 — south wing,
T-04599,2025-07-13,Ministry of Public Works,V-138,Juno Transport,Transport,7200,30,Simplified,vehicle leasing — annual contract,
T-04600,2025-12-02,Ministry of Digital Affairs,V-049,Helios Cargo,Transport,11200,30,Open tender,fleet maintenance — Q4 — west wing,
T-04601,2024-09-30,Ministry of Justice,V-140,Lumen Contracting,Construction,22600,60,Limited tender,roof refurbishment — framework lot B,
T-04602,2025-12-08,Ministry of Transport,V-195,Evergreen Movers,Transport,12800,30,Simplified,vehicle leasing — phase 2,
T-04603,2025-08-01,Ministry of Education,V-160,Vertex Cargo,Transport,22300,30,Limited tender,vehicle leasing — annual contract,
T-04604,2025-06-26,Ministry of Health,V-084,Zenith Contracting,Construction,133000,30,Open tender,site preparation — framework lot B,
T-04605,2024-03-30,Ministry of Education,V-175,Citadel Builders,Construction,33100,14,Limited tender,facade works — framework lot B,
T-04606,2025-11-13,Ministry of Justice,V-098,Delta Solutions,IT services,8200,60,Simplified,endpoint refresh — annual contract,
T-04607,2024-09-22,Ministry of Education,V-151,Legacy Software,Office supplies,9100,30,Simplified,desk and shelving — phase 1,
T-04608,2024-11-24,Ministry of Health,V-115,Glacier Software,IT services,12900,14,Limited tender,ERP rollout — Q3 — east wing,
T-04609,2024-04-30,Ministry of Digital Affairs,V-158,Ivory Health Systems,Medical equipment,21100,30,Open tender,diagnostic kits — Q4 — west wing,
T-04610,2025-07-24,Ministry of Public Works,V-191,Summit Transport,Transport,6500,60,Simplified,delivery contract — annual contract,
T-04611,2025-12-12,Ministry of Public Works,V-076,Glacier Builders,Construction,46500,60,Limited tender,facade works — annual contract,
T-04612,2024-05-15,Ministry of Transport,V-035,Kelvin Software,IT services,12500,30,Limited tender,ERP rollout — framework lot A,
T-04613,2025-02-27,Ministry of Digital Affairs,V-037,Drift Transport,Transport,20700,90,Open tender,fuel supply — Q3 — east wing,
T-04614,2024-08-23,Ministry of Education,V-002,Rivera Transport,Transport,10000,30,Simplified,vehicle leasing — framework lot A,
T-04615,2025-11-11,Ministry of Education,V-021,Evergreen Logistics,Construction,9600,30,Simplified,site preparation — phase 1,
T-04616,2025-04-29,Ministry of Digital Affairs,V-164,Apex Diagnostics,Medical equipment,36700,45,Open tender,ICU monitors — framework lot A,
T-04617,2025-02-22,Ministry of Digital Affairs,V-063,Indigo Health Systems,Medical equipment,38600,30,Limited tender,diagnostic kits — framework lot A,
T-04618,2025-02-21,Ministry of Transport,V-128,Indigo Office Group,Office supplies,6200,14,Simplified,ergonomic chairs batch — phase 2,
T-04619,2025-02-02,Ministry of Education,V-136,Granite Freight,Transport,5100,30,Simplified,logistics services — Q4 — west wing,
T-04620,2024-06-26,Ministry of Transport,V-191,Summit Transport,Transport,29000,30,Open tender,logistics services — Q1 — north wing,
T-04621,2025-04-18,Ministry of Digital Affairs,V-080,Apex Advisory,Consulting,7700,14,Simplified,process review — phase 2,
T-04622,2024-05-14,Ministry of Digital Affairs,V-088,Drift Stationery,Office supplies,23400,30,Simplified,ergonomic chairs batch — framework lot A,
T-04623,2024-11-19,Ministry of Public Works,V-118,Trident Solutions,IT services,9600,30,Simplified,support contract — framework lot B,
T-04624,2024-12-27,Ministry of Transport,V-018,Yara Construction,Construction,112000,30,Open tender,roof refurbishment — framework lot A,
T-04625,2025-02-13,Ministry of Transport,V-060,Delta Systems,IT services,29100,90,Open tender,network upgrade — Q1 — north wing,
T-04626,2025-09-27,Ministry of Transport,V-077,Forge Stationery,Consulting,20500,60,Limited tender,compliance audit — framework lot A,
T-04627,2025-12-03,Ministry of Health,V-192,Vertex Office Group,Office supplies,8000,30,Simplified,ergonomic chairs batch — phase 1,
T-04628,2024-02-22,Ministry of Digital Affairs,V-140,Lumen Contracting,Construction,142000,30,Open tender,roof refurbishment — Q1 — north wing,
T-04629,2025-05-30,Ministry of Digital Affairs,V-003,Indigo Tech,IT services,10400,30,Limited tender,support contract — phase 1,
T-04630,2024-12-02,Ministry of Education,V-081,Granite Engineering,Construction,74500,60,Open tender,roof refurbishment — phase 1,
T-04631,2024-02-01,Ministry of Transport,V-009,Ivory Movers,Transport,55700,30,Open tender,fuel supply — Q1 — north wing,
T-04632,2025-12-16,Ministry of Education,V-022,Orion Freight,Transport,9000,30,Simplified,delivery contract — framework lot B,
T-04633,2024-05-02,Ministry of Public Works,V-008,Junction Builders,Construction,82600,60,Open tender,office renovation — annual contract,
T-04634,2025-04-04,Ministry of Justice,V-037,Drift Transport,Transport,17200,30,Limited tender,fleet maintenance — phase 2,
T-04635,2024-09-27,Ministry of Health,V-141,Pioneer Partners,Consulting,6100,30,Simplified,strategy advisory — phase 2,
T-04636,2025-08-14,Ministry of Transport,V-056,Keystone Distributors,Office supplies,26400,60,Limited tender,printer cartridges — framework lot A,
T-04637,2024-12-04,Ministry of Justice,V-006,Fortis Builders,Construction,24500,30,Open tender,roof refurbishment — Q2 — south wing,
T-04638,2024-07-16,Ministry of Transport,V-082,Bluefin Trading,Consulting,20100,30,Open tender,compliance audit — phase 1,
T-04639,2024-04-26,Ministry of Transport,V-091,Keystone Engineering,Office supplies,10400,30,Limited tender,stationery resupply — Q1 — north wing,
T-04640,2024-05-19,Ministry of Public Works,V-088,Drift Stationery,Office supplies,6100,30,Simplified,ergonomic chairs batch — Q2 — south wing,
T-04641,2025-10-01,Ministry of Transport,V-114,Evergreen Works,Construction,91300,60,Open tender,office renovation — framework lot B,
T-04642,2025-10-19,Ministry of Education,V-058,Forge Supplies,Office supplies,11000,30,Simplified,stationery resupply — Q3 — east wing,
T-04643,2024-02-14,Ministry of Digital Affairs,V-016,Mosaic Office Group,IT services,24200,14,Open tender,endpoint refresh — Q2 — south wing,
T-04644,2024-05-26,Ministry of Transport,V-018,Yara Construction,Construction,66200,14,Open tender,roof refurbishment — phase 1,
T-04645,2025-03-02,Ministry of Health,V-182,Harbor Movers,Transport,6200,60,Simplified,fuel supply — framework lot A,
T-04646,2025-07-23,Ministry of Education,V-162,Trident Diagnostics,Medical equipment,117200,30,Open tender,MRI maintenance — framework lot B,
T-04647,2024-08-07,Ministry of Education,V-188,Quanta Advisory,Consulting,45200,90,Limited tender,risk assessment — Q4 — west wing,
T-04648,2024-04-06,Ministry of Transport,V-045,Bluefin Cargo,Transport,12600,30,Limited tender,vehicle leasing — Q1 — north wing,
T-04649,2024-08-21,Ministry of Public Works,V-189,Rivera Cargo,Transport,57500,90,Open tender,fuel supply — phase 1,
T-04650,2025-08-25,Ministry of Health,V-165,Lumen Cargo,Transport,8300,30,Simplified,fuel supply — Q2 — south wing,
T-04651,2025-11-06,Ministry of Education,V-142,Granite Digital,IT services,33900,60,Limited tender,endpoint refresh — framework lot A,
T-04652,2024-12-26,Ministry of Transport,V-147,Rivera Supplies,Office supplies,6400,45,Simplified,printer cartridges — phase 1,
T-04653,2024-11-04,Ministry of Education,V-023,Orion Construction,Construction,68800,30,Limited tender,structural repairs — phase 1,
T-04654,2025-02-02,Ministry of Health,V-105,Mosaic Medical,Medical equipment,33100,30,Limited tender,diagnostic kits — phase 1,
T-04655,2024-05-26,Ministry of Transport,V-190,Cascade Consulting,IT services,35100,30,Limited tender,network upgrade — Q2 — south wing,
T-04656,2025-04-01,Ministry of Digital Affairs,V-052,Acme Partners,Consulting,12200,30,Open tender,process review — framework lot A,
T-04657,2024-01-28,Ministry of Transport,V-110,Zenith Stationery,Office supplies,6600,30,Simplified,ergonomic chairs batch — Q2 — south wing,
T-04658,2024-09-26,Ministry of Health,V-197,Apex Consulting,Consulting,12800,30,Limited tender,process review — framework lot B,
T-04659,2025-04-17,Ministry of Transport,V-022,Orion Freight,Construction,67900,30,Open tender,facade works — Q1 — north wing,
T-04660,2024-09-12,Ministry of Justice,V-042,Indigo Solutions,IT services,39200,14,Simplified,support contract — Q2 — south wing,
T-04661,2024-02-06,Ministry of Education,V-149,Ivory Partners,Consulting,6600,60,Simplified,process review — Q2 — south wing,
T-04662,2024-02-11,Ministry of Justice,V-147,Rivera Supplies,Office supplies,22800,30,Limited tender,ergonomic chairs batch — Q2 — south wing,
